200304160090-001	1020	20030416	1	1001880	1	2.6
200304160091-001	1020	20030416	1	1005726	1	2.3
200304160091-001	1020	20030416	2	1021373	4	1.4
200304160092-001	1020	20030416	1	1014430	1	1.7
200304160092-001	1020	20030416	2	1024732	1	2
200304160093-001	1020	20030416	1	1021171	6	2.5
200304160093-001	1020	20030416	2	1002143	3	21.7
200304160093-001	1020	20030416	3	1000252	2	3.5
200304160094-001	1020	20030416	1	1007549	1	7.5
200304160094-001	1020	20030416	2	1017551	1	2.5
200304160094-001	1020	20030416	3	1004553	1	2.5
200304160095-001	1020	20030416	1	1003451	1	2.5
200304160096-001	1020	20030416	1	1004037	1	14.6
200304160096-001	1020	20030416	2	1008478	1	20.8
200304160097-001	1020	20030416	1	1006537	1	0.9
200304160097-001	1020	20030416	2	1011732	1	1.1
200304160097-001	1020	20030416	3	1003209	1	0.9
200304160097-001	1020	20030416	4	1002323	1	1.5
200304160097-001	1020	20030416	5	1003480	1	1.4
200304160098-001	1020	20030416	1	1011419	1	2.6
200304160098-001	1020	20030416	2	1020786	2	2
200304160098-001	1020	20030416	3	1005048	1	2.4
200304160099-001	1020	20030416	1	1001568	1	3.6
200304160100-001	1020	20030416	1	1003212	1	3.8
200304160100-001	1020	20030416	2	1011694	1	5.8
200304160101-001	1020	20030416	1	1002339	1	5.6
200304160101-001	1020	20030416	2	1016261	1	1.9
200304160101-001	1020	20030416	3	1021662	1	2.9
200304160101-001	1020	20030416	4	1023686	1	1.6
200304160101-001	1020	20030416	5	1023688	1	1.6
200304160102-001	1020	20030416	1	1004304	1	4
200304160102-001	1020	20030416	2	1003724	1	3.2
200304160102-001	1020	20030416	3	1009869	2	3.6
200304160103-001	1020	20030416	1	1004272	2	2.1
200304160104-001	1020	20030416	1	1004304	1	4
200304160105-001	1020	20030416	1	1001171	1	2.3
200304160106-001	1020	20030416	1	1001653	1	4.7
200304160106-001	1020	20030416	2	1001921	1	0.9
200304160107-001	1020	20030416	1	1021117	1	2.5
200304160107-001	1020	20030416	2	1006050	1	1
200304160108-001	1020	20030416	1	1010953	1	4.9
200304160108-001	1020	20030416	2	1012160	1	7.2
200304160108-001	1020	20030416	3	1002750	1	8
200304160108-001	1020	20030416	4	1001610	1	5
200304160108-001	1020	20030416	5	1020569	1	4.8
200304160108-001	1020	20030416	6	1007901	1	3.7
200304160108-001	1020	20030416	7	1008471	1	4
200304160108-001	1020	20030416	8	1008028	1	4
200304160109-001	1020	20030416	1	1006542	1	2
200304160109-001	1020	20030416	2	1001782	1	2.4
200304160110-001	1020	20030416	1	1007671	1	1.7
200304160110-001	1020	20030416	2	1006025	1	0.8
200304160111-001	1020	20030416	1	1002008	1	2.2
200304160112-001	1020	20030416	1	1002223	1	18.5
200304160112-001	1020	20030416	2	1002235	1	17.5
200304160113-001	1020	20030416	1	1018427	1	11.5
200304160114-001	1020	20030416	1	1000830	1	3.6
200304160115-001	1020	20030416	1	1000865	24	1.9
200304160117-001	1020	20030416	1	1001117	1	2
200304160117-001	1020	20030416	2	1000154	1	3.2
200304160118-001	1020	20030416	1	1004964	1	2.3
200304160118-001	1020	20030416	2	1024408	1	3.5
200304160119-001	1020	20030416	1	1023264	2	6.8
200304160120-001	1020	20030416	1	1004015	1	2.6
200304160120-001	1020	20030416	2	1005099	1	3.4
200304160120-001	1020	20030416	3	1006106	3	3.6
200304160120-001	1020	20030416	4	1008089	1	6.6
200304160120-001	1020	20030416	5	1002073	1	1.8
200304160120-001	1020	20030416	6	1021877	1	2.7
200304160120-001	1020	20030416	7	1003916	1	3
200304160120-001	1020	20030416	8	1004113	1	0.9
200304160120-001	1020	20030416	9	1003480	1	1.4
200304160120-001	1020	20030416	10	1000687	3	0.8
200304160120-001	1020	20030416	11	1011752	5	0.3
200304160120-001	1020	20030416	12	1004814	24	2
200304160120-001	1020	20030416	13	1002408	24	1.8
200304160121-001	1020	20030416	1	1001894	2	6.9
200304160122-001	1020	20030416	1	1005127	1	7.4
200304160123-001	1020	20030416	1	1004030	1	1.8
200304160124-001	1020	20030416	1	1004814	24	2
200304160124-001	1020	20030416	2	1007551	1	16
200304160124-001	1020	20030416	3	1004933	1	7.8
200304160124-001	1020	20030416	4	1004531	1	6.6
200304160124-001	1020	20030416	5	1015171	1	7.8
200304160125-001	1020	20030416	1	1007834	4	5.2
200304160126-001	1020	20030416	1	1022162	1	38
200304160126-001	1020	20030416	2	1004886	1	16.8
200304160126-001	1020	20030416	3	1001827	1	2.4
200304160126-001	1020	20030416	4	1004911	2	3.1
200304160126-001	1020	20030416	5	1007073	1	12.4
200304160126-001	1020	20030416	6	1004347	5	1
200304160126-001	1020	20030416	7	1001887	1	2.4
200304160126-001	1020	20030416	8	1005983	1	7.5
200304160126-001	1020	20030416	9	1006063	1	2.4
200304160126-001	1020	20030416	10	1008028	1	4
200304160126-001	1020	20030416	11	1011504	1	4.2
200304160126-001	1020	20030416	12	1006346	1	28.9
200304160126-001	1020	20030416	13	1003048	4	1
200304160127-001	1020	20030416	1	1006031	2	2
200304160127-001	1020	20030416	2	1002089	1	9.6
200304160127-001	1020	20030416	3	1008194	1	5.5
200304160127-001	1020	20030416	4	1004811	1	2.1
200304160127-001	1020	20030416	5	1016396	1	4.8
200304160128-001	1020	20030416	1	1002416	1	4.7
200304160128-001	1020	20030416	2	1001958	1	2.6
200304160128-001	1020	20030416	3	1014750	1	0.5
200304160128-001	1020	20030416	4	1003480	1	1.4
200304160128-001	1020	20030416	5	1002075	1	1
200304160129-001	1020	20030416	1	1004824	1	2
200304160129-001	1020	20030416	2	1005428	1	2.2
200304160130-001	1020	20030416	1	1022902	1	12.8
200304160131-001	1020	20030416	1	1003245	1	6.9
200304160132-001	1020	20030416	1	1005066	1	3.4
200304160132-001	1020	20030416	2	1004875	1	8.7
200304160132-001	1020	20030416	3	1023654	1	3
200304160132-001	1020	20030416	4	1024747	1	3
200304160132-001	1020	20030416	5	1003847	1	4.6
200304160132-001	1020	20030416	6	1002811	1	3.1
200304160132-001	1020	20030416	7	1002669	1	3.2
200304160132-001	1020	20030416	8	1024729	1	2.6
200304160132-001	1020	20030416	9	1002118	1	1.8
200304160132-001	1020	20030416	10	1001958	1	2.6
200304160132-001	1020	20030416	11	1021201	1	2.6
200304160132-001	1020	20030416	12	1002475	2	2.9
200304160133-001	1020	20030416	1	1011446	3	0.9
200304160134-001	1020	20030416	1	1008891	1	14.6
200304160135-001	1020	20030416	1	1004272	10	2.1
200304160136-001	1020	20030416	1	1008009	1	2.1
200304160136-001	1020	20030416	2	1016345	1	8.6
200304160136-001	1020	20030416	3	1004553	1	2.5
200304160136-001	1020	20030416	4	1004547	1	0.8
200304160136-001	1020	20030416	5	1012612	3	1.1
200304160136-001	1020	20030416	6	1011576	1	2.3
200304160136-001	1020	20030416	7	1004964	1	2.3
200304160136-001	1020	20030416	8	1002416	1	4.7
200304160136-001	1020	20030416	9	1023274	1	4.1
200304160136-001	1020	20030416	10	1021297	1	2.9
200304160136-001	1020	20030416	11	1021374	1	0.9
200304160136-001	1020	20030416	12	1006515	1	1.7
200304160136-001	1020	20030416	13	1008767	0.1	43
200304160136-001	1020	20030416	14	1014967	1	1
200304160136-001	1020	20030416	15	1005563	1	0.9
200304160136-001	1020	20030416	16	1022513	0.095	28.8
200304160136-001	1020	20030416	17	1003283	1	1.4
200304160136-001	1020	20030416	18	1005379	1	1
200304160136-001	1020	20030416	19	1002985	1	1
200304160136-001	1020	20030416	20	1015454	1	6.6
200304160137-001	1020	20030416	1	1011550	1	5
200304160137-001	1020	20030416	2	1001079	1	1.7
200304160137-001	1020	20030416	3	1012171	1	7.2
200304160138-001	1020	20030416	1	1005448	1	8.9
200304160138-001	1020	20030416	2	1001119	1	0.7
200304160138-001	1020	20030416	3	1001101	1	0.8
200304160138-001	1020	20030416	4	1001114	1	0.8
200304160139-001	1020	20030416	1	1011732	2	1.1
200304160139-001	1020	20030416	2	1005369	1	2.2
200304160139-001	1020	20030416	3	1016388	1	4
200304160140-001	1020	20030416	1	1014810	0.175	87.6
200304160140-001	1020	20030416	2	1000338	1	2
200304160140-001	1020	20030416	3	1006050	2	1
200304160140-001	1020	20030416	4	1006160	1	4.4
200304160140-001	1020	20030416	5	1001812	24	1.8
200304160141-001	1020	20030416	1	1015283	1	14.9
200304160142-001	1020	20030416	1	1004964	30	2.3
200304160143-001	1020	20030416	1	1002075	2	1
200304160143-001	1020	20030416	2	1002030	1	1
200304160144-001	1020	20030416	1	1008957	1	19.5
200304160144-001	1020	20030416	2	1011283	1	10.4
200304160144-001	1020	20030416	3	1013364	2	1.5
200304160145-001	1020	20030416	1	1024376	2	1.6
200304160146-001	1020	20030416	1	1007497	1	4.6
200304160146-001	1020	20030416	2	1006609	1	2.2
200304160147-001	1020	20030416	1	1008794	1	6.5
200304160147-001	1020	20030416	2	1006880	1	7.2
200304160147-001	1020	20030416	3	1024532	3	2.3
200304160149-001	1020	20030416	1	1001507	1	6.8
200304160149-001	1020	20030416	2	1002669	1	3.2
200304160149-001	1020	20030416	3	1004555	1	0.8
200304160149-001	1020	20030416	4	1004540	1	0.8
200304160150-001	1020	20030416	1	1003855	1	7.6
200304160151-001	1020	20030416	1	1001891	1	34.5
200304160152-001	1020	20030416	1	1022083	0.09	17.6
200304160153-001	1020	20030416	1	1001386	1	0.8
200304160154-001	1020	20030416	1	1024182	2	1.8
200304160155-001	1020	20030416	1	1006537	5	0.9
200304160155-001	1020	20030416	2	1006890	2	2.2
200304160155-001	1020	20030416	3	1005379	2	1
200304160156-001	1020	20030416	1	1001939	3	19.4
200304160157-001	1020	20030416	1	1010848	1	38.9
200304160157-001	1020	20030416	2	1007497	2	4.6
200304160157-001	1020	20030416	3	1002914	1	3.4
200304160158-001	1020	20030416	1	1001328	1	3.6
200304160159-001	1020	20030416	1	1003585	1	4.2
200304160159-001	1020	20030416	2	1006489	4	2.6
200304160159-001	1020	20030416	3	1006492	2	5
200304160160-001	1020	20030416	1	1000876	2	4
200304160160-001	1020	20030416	2	1003380	1	3.1
200304160161-001	1020	20030416	1	1003269	1	4.7
200304160161-001	1020	20030416	2	1021085	1	5.4
200304160161-001	1020	20030416	3	1022583	0.165	31.2
200304160162-001	1020	20030416	1	1003939	1	3.8
200304160162-001	1020	20030416	2	1024820	20	1.6
200304160163-001	1020	20030416	1	1014977	1	4.5
200304160163-001	1020	20030416	2	1002939	1	0.9
200304160163-001	1020	20030416	3	1001528	2	3.3
200304160163-001	1020	20030416	4	1007251	1	1.8
200304160163-001	1020	20030416	5	1003465	1	5.4
200304160164-001	1020	20030416	1	1000257	2	3.1
200304160164-001	1020	20030416	2	1000293	1	3.3
200304160164-001	1020	20030416	3	1000252	2	3.5
200304160165-001	1020	20030416	1	1004015	4	2.6
200304160165-001	1020	20030416	2	1006999	1	16
200304160165-001	1020	20030416	3	1001117	2	2
200304160165-001	1020	20030416	4	1011550	1	5
200304160165-001	1020	20030416	5	1005152	1	12.8
200304160165-001	1020	20030416	6	1006081	2	7
200304160166-001	1020	20030416	1	1004272	6	2.1
200304160166-001	1020	20030416	2	1011550	2	5
200304160166-001	1020	20030416	3	1003269	1	4.7
200304160166-001	1020	20030416	4	1020995	2	9.5
200304160167-001	1020	20030416	1	1025022	1	9.6
200304160167-001	1020	20030416	2	1007549	1	7.5
200304160167-001	1020	20030416	3	1020614	24	2.6
200304160168-001	1020	20030416	1	1025348	0.145	14.9
200304160168-001	1020	20030416	2	1022594	0.39	13.2
200304160168-001	1020	20030416	3	1021682	0.205	8.5
200304160169-001	1020	20030416	1	1021086	2	4
200304160170-001	1020	20030416	1	1021086	5	4
200304160171-001	1020	20030416	1	1005003	24	2.4
200304160172-001	1020	20030416	2	1006813	1	2.7
200304160173-001	1020	20030416	1	1000910	1	3.6
200304160173-001	1020	20030416	2	1001557	1	8
200304160174-001	1020	20030416	1	1001114	4	0.8
200304160174-001	1020	20030416	2	1019968	1	2.8
200304160174-001	1020	20030416	3	1020685	1	2.8
200304160175-001	1020	20030416	1	1004272	3	2.1
200304160175-001	1020	20030416	2	1001090	6	2.1
200304160175-001	1020	20030416	3	1005584	1	0.9
200304160176-001	1020	20030416	1	1001000	1	2.3
200304160176-001	1020	20030416	2	1004995	2	2.1
200304160176-001	1020	20030416	3	1004272	1	2.1
200304160177-001	1020	20030416	1	1001509	1	6.9
200304160178-001	1020	20030416	1	1021615	1	6.6
200304160178-001	1020	20030416	2	1005369	1	2.2
200304160178-001	1020	20030416	3	1007622	2	2.1
200304160178-001	1020	20030416	4	1007638	2	2.1
200304160179-001	1020	20030416	1	1010360	1	8.7
200304160179-001	1020	20030416	2	1004517	1	4.8
200304160180-001	1020	20030416	1	1006901	1	8.5
200304160180-001	1020	20030416	2	1005857	1	17.4
200304160180-001	1020	20030416	3	1002668	1	3.8
200304160180-001	1020	20030416	4	1013380	1	2.7
200304160180-001	1020	20030416	5	1021373	4	1.4
200304160180-001	1020	20030416	6	1007719	1	3.1
200304160180-001	1020	20030416	7	1005295	2	3.2
200304160180-001	1020	20030416	8	1010801	1	3.1
200304160181-001	1020	20030416	1	1010349	1	9.7
200304160182-001	1020	20030416	1	1004049	2	1
200304160182-001	1020	20030416	2	1006050	2	1
200304160183-001	1020	20030416	1	1005085	1	1.3
200304160183-001	1020	20030416	2	1002944	1	3.6
200304160183-001	1020	20030416	3	1006515	1	1.7
200304160184-001	1020	20030416	1	1018848	1	13
200304160184-001	1020	20030416	2	1022100	1	8.5
200304160184-001	1020	20030416	3	1001811	1	11.5
200304160184-001	1020	20030416	4	1004257	3	3.8
200304160184-001	1020	20030416	5	1004237	1	3.8
200304160184-001	1020	20030416	6	1004181	1	3.8
200304160184-001	1020	20030416	7	1001797	1	4.9
200304160185-001	1020	20030416	1	1022548	0.21	16.5
200304160185-001	1020	20030416	2	1008936	0.195	15.3
200304160185-001	1020	20030416	3	1010806	1	3.1
200304160185-001	1020	20030416	4	1006857	1	7
200304160185-001	1020	20030416	5	1013364	2	1.5
200304160185-001	1020	20030416	6	1024747	1	3
200304160186-001	1020	20030416	1	1013645	1	3.8
200304160186-001	1020	20030416	2	1013664	1	3.5
200304160186-001	1020	20030416	3	1002388	2	120
200304160187-001	1020	20030416	1	1007443	1	3.6
200304160187-001	1020	20030416	2	1001226	1	1.9
200304160187-001	1020	20030416	3	1004910	1	1.9
200304160187-001	1020	20030416	4	1002795	2	3.2
200304160188-001	1020	20030416	1	1000982	1	14.7
200304160189-001	1020	20030416	1	1001101	8	0.8
200304160189-001	1020	20030416	2	1023485	1	7
200304160189-001	1020	20030416	3	1002429	2	35
200304160190-001	1020	20030416	1	1003380	6	3.1
200304160191-001	1020	20030416	1	1003269	1	4.7
200304160192-001	1020	20030416	1	1002408	24	1.8
200304160192-001	1020	20030416	2	1005034	24	2.1
200304160192-001	1020	20030416	3	1023696	3	1.5
200304160192-001	1020	20030416	4	1021667	2	2.5
200304160193-001	1020	20030416	1	1024729	1	2.6
200304160193-001	1020	20030416	2	1024399	1	2.2
200304160193-001	1020	20030416	3	1024182	1	1.8
200304160193-001	1020	20030416	4	1014959	1	1.7
200304160193-001	1020	20030416	5	1021205	24	1.7
200304160194-001	1020	20030416	1	1022986	0.38	22
200304160194-001	1020	20030416	2	1017011	0.455	10.8
200304160195-001	1020	20030416	1	1004648	2	2.4
200304160195-001	1020	20030416	2	1001694	1	2.5
200304160195-001	1020	20030416	3	1005366	1	1.5
200304160195-001	1020	20030416	4	1015012	1	0.8
200304160195-001	1020	20030416	5	1007497	1	4.6
200304160195-001	1020	20030416	6	1006379	1	15.9
200304160196-001	1020	20030416	1	1000535	1	11
200304160196-001	1020	20030416	2	1016304	1	15
200304160197-001	1020	20030416	1	1001552	1	7.5
200304160198-001	1020	20030416	1	1023654	1	3
200304160198-001	1020	20030416	2	1024853	2	4.8
200304160198-001	1020	20030416	3	1014435	1	1.9
200304160198-001	1020	20030416	4	1001226	1	1.9
200304160198-001	1020	20030416	5	1020537	1	2
200304160198-001	1020	20030416	6	1006537	2	0.9
200304160198-001	1020	20030416	7	1011752	1	0.3
200304160199-001	1020	20030416	1	1006890	1	2.2
200304160199-001	1020	20030416	2	1006834	1	2.4
200304160199-001	1020	20030416	3	1006855	1	1.8
200304160199-001	1020	20030416	4	1001627	1	6.5
200304160199-001	1020	20030416	5	1002416	1	4.7
200304160199-001	1020	20030416	6	1001552	1	7.5
200304160199-001	1020	20030416	7	1004553	2	2.5
200304160199-001	1020	20030416	8	1009985	1	0.8
200304160199-001	1020	20030416	9	1004049	1	1
200304160199-001	1020	20030416	10	1006050	2	1
200304160200-001	1020	20030416	1	1007947	1	3.9
200304160200-001	1020	20030416	2	1002669	1	3.2
200304160200-001	1020	20030416	3	1002811	1	3.1
200304160200-001	1020	20030416	4	1021246	1	3.9
200304160200-001	1020	20030416	5	1003897	1	1.8
200304160200-001	1020	20030416	6	1003797	1	3.5
200304160201-001	1020	20030416	1	1003906	1	9.1
200304160201-001	1020	20030416	2	1005463	1	2.5
200304160201-001	1020	20030416	3	1006497	10	1.1
200304160202-001	1020	20030416	1	1013349	1	9.5
200304160202-001	1020	20030416	2	1008020	1	1
200304160202-001	1020	20030416	3	1021374	1	0.9
200304160203-001	1020	20030416	1	1011446	1	0.9
200304160203-001	1020	20030416	2	1004951	1	5.8
200304160204-001	1020	20030416	1	1011814	1	1.1
200304160204-001	1020	20030416	2	1004272	4	2.1
200304160205-001	1020	20030416	1	1006704	1	10.5
200304160206-001	1020	20030416	1	1021873	1	2.7
200304160206-001	1020	20030416	2	1021875	1	2.7
200304160206-001	1020	20030416	3	1003978	1	1.2
200304160206-001	1020	20030416	4	1006537	5	0.9
200304160207-001	1020	20030416	1	1022711	0.04	24
200304160207-001	1020	20030416	2	1022077	0.035	16
200304160208-001	1020	20030416	1	1022159	0.28	13
200304160208-001	1020	20030416	2	1012347	1	7.8
200304160208-001	1020	20030416	3	1014104	1	3.8
200304160209-001	1020	20030416	1	1010593	1	3
200304160209-001	1020	20030416	2	1002922	1	1.2
200304160209-001	1020	20030416	3	1004946	1	4
200304160209-001	1020	20030416	4	1002900	1	1.2
200304160209-001	1020	20030416	5	1005295	3	3.2
200304160210-001	1020	20030416	1	1005424	1	2.2
200304160211-001	1020	20030416	1	1006025	1	0.8
200304160211-001	1020	20030416	2	1021676	0.53	10
200304160211-001	1020	20030416	3	1016072	1	1.6
200304160211-001	1020	20030416	4	1004049	2	1
200304160212-001	1020	20030416	1	1001027	6	0.8
200304160212-001	1020	20030416	2	1008544	0.455	15
200304160212-001	1020	20030416	3	1021890	0.11	67.5
200304160212-001	1020	20030416	4	1011865	1	2.7
200304160212-001	1020	20030416	5	1011560	2	2.7
200304160212-001	1020	20030416	6	1004894	4	2.2
200304160212-001	1020	20030416	7	1020593	2	2
200304160213-001	1020	20030416	1	1021087	1	24.8
200304160213-001	1020	20030416	2	1021155	1	21.2
200304160213-001	1020	20030416	3	1015006	1	4.9
200304160213-001	1020	20030416	4	1023566	2	2.9
200304160214-001	1020	20030416	1	1005027	1	6.8
200304160214-001	1020	20030416	2	1001090	4	2.1
200304160214-001	1020	20030416	3	1001107	1	1.8
200304160215-001	1020	20030416	1	1001090	4	2.1
200304160215-001	1020	20030416	2	1004272	2	2.1
200304160215-001	1020	20030416	3	1014696	1	4.6
200304160215-001	1020	20030416	4	1006151	1	7.1
200304160216-001	1020	20030416	1	1025095	1	5.8
200304160216-001	1020	20030416	2	1002835	1	23
200304160217-001	1020	20030416	1	1018127	1	9.7
200304160217-001	1020	20030416	2	1020855	1	15.5
200304160218-001	1020	20030416	1	1015110	1	2.6
200304160218-001	1020	20030416	2	1021545	1	5
200304160219-001	1020	20030416	1	1021223	1	7.8
200304160220-001	1020	20030416	1	1006081	2	7
200304160221-001	1020	20030416	1	1004167	1	5.4
200304160222-001	1020	20030416	1	1024185	1	3.4
200304160222-001	1020	20030416	2	1023101	1	1
200304160222-001	1020	20030416	3	1001107	1	1.8
200304160222-001	1020	20030416	4	1010992	1	2.3
200304160222-001	1020	20030416	5	1001066	1	2.7
200304160222-001	1020	20030416	6	1023566	1	2.9
200304160222-001	1020	20030416	7	1007622	1	2.1
200304160222-001	1020	20030416	8	1007638	1	2.1
200304160222-001	1020	20030416	9	1002985	1	1
200304160222-001	1020	20030416	10	1023569	1	2.2
200304160222-001	1020	20030416	11	1002358	1	5.2
200304160222-001	1020	20030416	12	1003839	1	4
200304160222-001	1020	20030416	13	1023551	1	1.7
200304160222-001	1020	20030416	14	1004910	1	1.9
200304160222-001	1020	20030416	15	1003897	4	1.8
200304160223-001	1020	20030416	1	1005836	1	22.8
200304160223-001	1020	20030416	2	1007489	1	5.9
200304160224-001	1020	20030416	1	1001852	1	2.7
200304160225-001	1020	20030416	1	1015825	1	13.5
200304160225-001	1020	20030416	2	1024747	2	3
200304160226-001	1020	20030416	1	1013349	1	9.5
200304160226-001	1020	20030416	2	1011634	1	3.7
200304160226-001	1020	20030416	3	1000950	1	17.8
200304160226-001	1020	20030416	4	1020927	1	4.8
200304160226-001	1020	20030416	5	1003283	1	1.4
200304160226-001	1020	20030416	6	1001262	4	0.9
200304160226-001	1020	20030416	7	1002115	1	7.5
200304160226-001	1020	20030416	8	1021326	1	0.8
200304160226-001	1020	20030416	9	1016194	1	0.8
200304160227-001	1020	20030416	1	1023569	2	2.2
200304160228-001	1020	20030416	1	1021201	2	2.6
200304160229-001	1020	20030416	1	1020436	1	2.6
200304160229-001	1020	20030416	2	1002358	1	5.2
200304160230-001	1020	20030416	1	1005295	12	3.2
200304160230-001	1020	20030416	3	1020248	1	11.5
200304160231-001	1020	20030416	1	1001022	1	14.7
200304160231-001	1020	20030416	2	1015825	3	13.5
200304160231-001	1020	20030416	3	1005399	1	1.2
200304160233-001	1020	20030416	1	1001904	1	2.7
200304160234-001	1020	20030416	1	1000848	24	2.4
200304160235-001	1020	20030416	1	1005567	2	1.5
200304160236-001	1020	20030416	1	1022100	1	8.5
200304160237-001	1020	20030416	1	1001336	1	5.8
200304160237-001	1020	20030416	2	1008463	1	2.7
200304160237-001	1020	20030416	3	1008383	1	1.6
200304160237-001	1020	20030416	4	1010144	2	4.3
200304160237-001	1020	20030416	5	1000211	1	6.1
200304160237-001	1020	20030416	6	1001054	10	1.6
200304160238-001	1020	20030416	1	1002950	20	1.5
200304160238-001	1020	20030416	2	1014635	1	4.8
200304160238-001	1020	20030416	3	1014867	1	4.5
200304160238-001	1020	20030416	4	1014871	1	4.7
200304160238-001	1020	20030416	5	1005868	1	5.2
200304160238-001	1020	20030416	6	1024182	1	1.8
200304160238-001	1020	20030416	7	1024181	2	2
200304160238-001	1020	20030416	8	1006050	1	1
200304160238-001	1020	20030416	9	1017063	1	4.8
200304160238-001	1020	20030416	10	1005584	1	0.9
200304160239-001	1020	20030416	1	1010770	1	2.9
200304160240-001	1020	20030416	1	1000111	1	5.2
200304160240-001	1020	20030416	2	1005339	1	4.8
200304160240-001	1020	20030416	3	1003526	1	4.7
200304160240-001	1020	20030416	4	1004519	2	1.8
200304160240-001	1020	20030416	5	1002073	1	1.8
200304160240-001	1020	20030416	6	1022736	1	2.6
200304160241-001	1020	20030416	1	1022505	0.87	9.7
200304160241-001	1020	20030416	2	1021766	0.565	7.8
200304160241-001	1020	20030416	3	1000026	1	2.2
200304160241-001	1020	20030416	4	1000190	1	1.7
200304160241-001	1020	20030416	5	1021890	0.01	67.5
200304160241-001	1020	20030416	6	1007859	1	4.5
200304160242-001	1020	20030416	1	1007489	1	5.9
200304160242-001	1020	20030416	2	1021602	1	12.4
200304160242-001	1020	20030416	3	1005584	1	0.9
200304160242-001	1020	20030416	4	1001114	4	0.8
200304160243-001	1020	20030416	1	1005823	12	5
200304160244-001	1020	20030416	1	1005027	1	6.8
200304160245-001	1020	20030416	1	1003380	2	3.1
200304160245-001	1020	20030416	2	1007205	1	8.8
200304160245-001	1020	20030416	3	1002789	1	1.9
200304160245-001	1020	20030416	4	1016203	1	1
200304160245-001	1020	20030416	5	1016193	1	1
200304160245-001	1020	20030416	6	1016252	1	1
200304160245-001	1020	20030416	7	1016243	1	1
200304160246-001	1020	20030416	1	1011881	1	3.8
200304160246-001	1020	20030416	2	1003435	1	3.7
200304160246-001	1020	20030416	3	1001495	1	3.2
200304160246-001	1020	20030416	4	1021201	1	2.6
200304160247-001	1020	20030416	1	1002811	1	3.1
200304160247-001	1020	20030416	2	1022586	0.33	17.6
200304160247-001	1020	20030416	3	1025292	0.245	14.4
200304160247-001	1020	20030416	4	1007429	2	1.2
200304160247-001	1020	20030416	5	1004152	1	5.1
200304160247-001	1020	20030416	6	1004624	4	2.2
200304160247-001	1020	20030416	7	1003087	1	3.2
200304160247-001	1020	20030416	8	1014454	1	2.6
200304160248-001	1020	20030416	1	1023537	1	4.2
200304160248-001	1020	20030416	2	1016176	1	6.6
200304160248-001	1020	20030416	3	1006087	1	4.1
200304160248-001	1020	20030416	4	1016396	1	4.8
200304160248-001	1020	20030416	5	1024747	1	3
200304160248-001	1020	20030416	6	1023101	1	1
200304160248-001	1020	20030416	7	1010140	2	1.3
200304160248-001	1020	20030416	8	1001328	1	3.6
200304160248-001	1020	20030416	9	1023762	0.57	11.2
200304160248-001	1020	20030416	10	1002369	1	10
200304160248-001	1020	20030416	12	1001509	1	6.9
200304160249-001	1020	20030416	1	1000446	1	13.8
200304160249-001	1020	20030416	2	1000591	1	17.5
200304160250-001	1020	20030416	1	1003384	1	2.5
200304160251-001	1020	20030416	1	1003480	3	1.4
200304160251-001	1020	20030416	2	1011881	1	3.8
200304160251-001	1020	20030416	3	1021197	1	2
200304160251-001	1020	20030416	4	1002845	1	5.9
200304160251-001	1020	20030416	5	1023627	1	2.4
200304160252-001	1020	20030416	1	1011138	2	15
200304160253-001	1020	20030416	1	1001048	8	3.2
200304160253-001	1020	20030416	2	1003072	1	2.8
200304160253-001	1020	20030416	3	1003238	2	0.9
200304160253-001	1020	20030416	4	1001550	3	3.5
200304160253-001	1020	20030416	5	1018276	4	1.2
200304160253-001	1020	20030416	6	1024146	1	0.8
200304160253-001	1020	20030416	7	1018169	1	9.7
200304160254-001	1020	20030416	1	1001107	24	1.8
200304160254-001	1020	20030416	2	1005574	1	1.5
200304160254-001	1020	20030416	3	1003358	1	8.5
200304160255-001	1020	20030416	1	1018169	1	9.7
200304160256-001	1020	20030416	1	1014334	1	2
200304160256-001	1020	20030416	2	1016203	1	1
200304160256-001	1020	20030416	3	1004272	5	2.1
200304160257-001	1020	20030416	1	1003867	1	6.5
200304160257-001	1020	20030416	2	1003897	1	1.8
200304160257-001	1020	20030416	3	1006897	1	12.7
200304160257-001	1020	20030416	4	1004587	2	1.3
200304160257-001	1020	20030416	5	1004519	2	1.8
200304160257-001	1020	20030416	6	1021672	3	0.8
200304160257-001	1020	20030416	7	1022505	0.47	9.7
200304160257-001	1020	20030416	8	1007695	1	6.4
200304160257-001	1020	20030416	9	1005152	1	12.8
200304160257-001	1020	20030416	10	1001800	1	2.3
200304160257-001	1020	20030416	11	1016254	1	2.2
200304160257-001	1020	20030416	12	1001771	1	5.4
200304160257-001	1020	20030416	13	1004963	2	2.98
200304160258-001	1020	20030416	1	1012300	1	1.9
200304160258-001	1020	20030416	2	1021167	1	3.3
200304160259-001	1020	20030416	1	1019810	1	9.6
200304160260-001	1020	20030416	1	1002382	1	8.8
200304160261-001	1020	20030416	1	1001552	1	7.5
200304160261-001	1020	20030416	2	1001653	1	4.7
200304160261-001	1020	20030416	3	1004855	2	2.6
200304160261-001	1020	20030416	4	1004648	1	2.4
200304160261-001	1020	20030416	5	1004601	1	2.9
200304160261-001	1020	20030416	6	1004527	1	2.8
200304160261-001	1020	20030416	7	1001812	1	1.8
200304160261-001	1020	20030416	8	1014435	2	1.9
